governance,privacy,technical,ethics,org_capability,org_size,readiness_score
3,3,3,4,1,1,59.140749551121026
4,4,2,1,3,0,58.78736767230584
4,4,2,5,1,1,74.62466417852322
1,4,1,4,1,2,39.033364366376574
2,2,4,5,3,0,60.96015199028762
5,3,2,5,4,0,87.36329495446665
2,5,1,1,5,2,55.02677841125729
2,5,2,1,1,1,46.12195260369198
2,4,5,4,2,2,70.0518435133577
1,4,2,1,3,1,40.649956404923266
1,5,5,1,3,1,53.02942078123293
2,4,2,3,5,2,62.50518013436054
5,5,1,5,4,1,87.58917200274861
1,1,2,4,3,0,35.44546663963714
2,2,2,3,1,1,39.11382162951863
1,1,1,1,1,0,15.192173044390852
3,1,3,2,1,1,42.25032199766217
2,3,2,4,4,2,52.18815808538405
4,2,4,1,2,0,51.94483656648373
3,3,3,3,2,2,67.46084415199803
4,3,3,1,4,1,64.33246408374752
4,4,3,2,5,0,74.86197554014676
3,5,1,2,3,0,63.41699784466214
5,5,4,4,5,2,96.85518108379902
3,2,1,5,4,2,52.93445023601642
5,2,4,1,4,2,68.36276311485733
5,4,5,4,5,1,90.6548475786967
3,1,4,4,1,1,55.1923181238833
4,3,3,5,4,1,75.70845442979082
2,3,2,5,5,1,58.08669869567899
5,1,5,1,5,0,61.353506385391
4,4,2,4,3,0,70.73118528482753
5,2,3,3,4,2,67.97865256096351
2,1,4,1,5,1,36.54813876145621
4,4,5,2,5,0,82.53830884444359
3,1,5,5,5,2,72.82671056121387
1,4,1,3,5,0,61.64178237604476
1,1,5,2,2,1,39.04401248339669
3,3,1,2,4,0,48.306440517254664
2,5,3,5,3,1,64.45289484780379
1,2,5,2,5,1,53.043209532435036
3,4,4,1,5,2,68.01159090279178
4,4,5,3,5,2,78.94351832606625
2,5,2,5,3,2,65.12535058998078
5,1,2,1,3,0,42.10667166555321
4,4,2,2,1,0,64.63188373916623
3,5,2,3,4,2,64.14660370163917
5,4,4,1,3,2,74.8267182429351
3,1,3,4,3,0,45.866532893511106
1,5,4,2,4,0,58.08823200269213
1,1,3,1,5,1,34.60204423241236
5,3,2,2,1,0,60.94354576519585
5,3,1,5,3,0,72.39866257761255
4,3,3,5,4,2,81.19537541743111
1,3,5,3,5,1,63.66355471384678
2,1,5,3,4,0,58.81082271573122
1,3,2,5,4,1,59.23052054971569
1,5,3,1,5,1,58.848539407613494
2,3,4,4,5,1,64.81646402190503
3,2,4,4,4,2,69.04555953127527
1,5,1,4,2,0,56.36504642980828
5,1,3,2,3,1,62.24282918983018
3,3,1,4,4,2,49.72686201481948
2,3,1,4,1,1,40.792699234526765
3,3,4,5,4,2,70.62572947984758
4,5,1,1,3,1,65.89810510367951
2,3,2,4,5,1,56.89326790464721
1,5,3,5,2,2,67.68434316725283
1,1,4,2,5,1,49.576183143721416
5,4,3,4,3,2,85.99585234338603
1,3,1,1,3,2,40.02770282240144
4,2,4,4,4,2,64.81503047670641
2,2,5,4,3,0,62.41317749727888
4,4,5,1,5,1,73.96235479522292
1,4,4,1,1,2,38.75466834320401
5,4,3,4,4,1,80.56264433972082
4,1,5,2,5,0,71.62368482813626
3,3,3,3,2,0,60.30371005059232
2,5,1,1,2,2,58.08904685802947
5,1,5,5,3,0,76.88615072634056
2,3,2,3,4,0,64.23901376796454
3,3,5,5,5,2,78.88760612758526
2,5,2,1,4,0,56.112401480768675
2,2,5,2,4,2,49.60304956039251
3,3,3,4,3,1,68.55281370146385
1,4,3,4,4,2,55.4893743552976
1,1,2,4,2,1,31.764761802956365
2,5,5,5,3,2,84.40615281881286
1,5,1,5,1,2,57.79111334397979
3,4,3,1,1,0,60.6602568360534
5,4,2,2,5,2,72.18904432972509
1,4,3,5,5,2,62.74512067347376
1,4,2,3,3,0,48.70072801152075
1,5,4,5,1,0,67.91259090336199
3,3,2,3,1,0,59.76782334247115
2,3,1,1,1,0,37.84073277599204
3,4,1,3,4,1,68.8744554267868
1,1,4,5,2,2,50.48597209016531
2,5,2,4,2,1,59.826003029427916
3,4,2,1,5,0,63.14355703064487
3,4,4,2,5,1,78.52970139354386
3,2,2,5,4,0,68.99144491670667
4,2,2,5,2,2,66.9344567229954
3,3,2,4,3,0,59.12837226829
5,4,2,1,2,2,63.9165337297204
